Datetime,PJME_MW
2012-01-04 17:00:00,22276.2
2012-01-04 18:00:00,23522.4
2012-01-04 19:00:00,24070.0
2012-01-04 20:00:00,23750.1
2012-01-04 21:00:00,23245.0
2012-01-04 22:00:00,22413.9
2012-01-04 23:00:00,22015.6
2012-01-05 00:00:00,21503.9
2012-01-05 01:00:00,20703.4
2012-01-05 02:00:00,21705.2
2012-01-05 03:00:00,22666.6
2012-01-05 04:00:00,23827.4
2012-01-05 05:00:00,23386.5
2012-01-05 06:00:00,23895.5
2012-01-05 07:00:00,22183.7
2012-01-05 08:00:00,22348.9
2012-01-05 09:00:00,22388.3
2012-01-05 10:00:00,22851.8
2012-01-05 11:00:00,22192.7
2012-01-05 12:00:00,22083.2
2012-01-05 13:00:00,21724.9
2012-01-05 14:00:00,22781.2
2012-01-05 15:00:00,22666.0
2012-01-05 16:00:00,22653.3
2012-01-05 17:00:00,21928.3
2012-01-05 18:00:00,22712.8
2012-01-05 19:00:00,22903.1
2012-01-05 20:00:00,22652.5
2012-01-05 21:00:00,21740.4
2012-01-05 22:00:00,21897.4
2012-01-05 23:00:00,22385.4
2012-01-06 00:00:00,23334.0
2012-01-06 01:00:00,23595.5
2012-01-06 02:00:00,22802.5
2012-01-06 03:00:00,21110.0
2012-01-06 04:00:00,22005.3
2012-01-06 05:00:00,21212.1
2012-01-06 06:00:00,21595.5
2012-01-06 07:00:00,22195.3
2012-01-06 08:00:00,22242.1
2012-01-06 09:00:00,22749.1
2012-01-06 10:00:00,23965.8
2012-01-06 11:00:00,21953.7
2012-01-06 12:00:00,23495.8
2012-01-06 13:00:00,23041.7
2012-01-06 14:00:00,26145.5
2012-01-06 15:00:00,23030.8
2012-01-06 16:00:00,22461.2
2012-01-06 17:00:00,21910.7
2012-01-06 18:00:00,20828.1
2012-01-06 19:00:00,24469.7
2012-01-06 20:00:00,21475.5
2012-01-06 21:00:00,20745.8
2012-01-06 22:00:00,20542.0
2012-01-06 23:00:00,19543.2
2012-01-07 00:00:00,18035.6
2012-01-07 01:00:00,18134.0
2012-01-07 02:00:00,18359.0
2012-01-07 03:00:00,19249.3
2012-01-07 04:00:00,20266.3
2012-01-07 05:00:00,21200.7
2012-01-07 06:00:00,21342.1
2012-01-07 07:00:00,20731.8
2012-01-07 08:00:00,19675.1
2012-01-07 09:00:00,21108.7
2012-01-07 10:00:00,24688.0
2012-01-07 11:00:00,23151.8
2012-01-07 12:00:00,21530.3
2012-01-07 13:00:00,21727.5
2012-01-07 14:00:00,20683.0
2012-01-07 15:00:00,19710.1
2012-01-07 16:00:00,21020.9
2012-01-07 17:00:00,22671.7
2012-01-07 18:00:00,20710.1
2012-01-07 19:00:00,20664.0
2012-01-07 20:00:00,18677.3
2012-01-07 21:00:00,19076.1
2012-01-07 22:00:00,19169.3
2012-01-07 23:00:00,20251.1
2012-01-08 00:00:00,20687.4
2012-01-08 01:00:00,20385.6
2012-01-08 02:00:00,21210.8
2012-01-08 03:00:00,20376.5
2012-01-08 04:00:00,20273.6
2012-01-08 05:00:00,20454.9
2012-01-08 06:00:00,19251.8
2012-01-08 07:00:00,19466.6
2012-01-08 08:00:00,18775.1
2012-01-08 09:00:00,18943.6
2012-01-08 10:00:00,17822.7
2012-01-08 11:00:00,17397.0
2012-01-08 12:00:00,19448.5
2012-01-08 13:00:00,20732.8
2012-01-08 14:00:00,20545.1
2012-01-08 15:00:00,20607.8
2012-01-08 16:00:00,19577.8
2012-01-08 17:00:00,18195.4
2012-01-08 18:00:00,19435.6
2012-01-08 19:00:00,19896.9
2012-01-08 20:00:00,19188.0
2012-01-08 21:00:00,18485.2
2012-01-08 22:00:00,18898.0
2012-01-08 23:00:00,19111.4
2012-01-09 00:00:00,22268.0
2012-01-09 01:00:00,21715.4
2012-01-09 02:00:00,21253.3
2012-01-09 03:00:00,20954.6
2012-01-09 04:00:00,23193.1
2012-01-09 05:00:00,22740.9
2012-01-09 06:00:00,22919.4
2012-01-09 07:00:00,21561.3
2012-01-09 08:00:00,21560.9
2012-01-09 09:00:00,21704.9
2012-01-09 10:00:00,23600.4
2012-01-09 11:00:00,24453.7
2012-01-09 12:00:00,22875.8
2012-01-09 13:00:00,23455.8
2012-01-09 14:00:00,22887.3
2012-01-09 15:00:00,22596.3
2012-01-09 16:00:00,21505.9
2012-01-09 17:00:00,21659.6
2012-01-09 18:00:00,21612.2
2012-01-09 19:00:00,22699.4
2012-01-09 20:00:00,21248.6
2012-01-09 21:00:00,22078.6
2012-01-09 22:00:00,21671.7
2012-01-09 23:00:00,22191.8
2012-01-10 00:00:00,22908.1
2012-01-10 01:00:00,21910.1
2012-01-10 02:00:00,20731.3
2012-01-10 03:00:00,21526.0
2012-01-10 04:00:00,22165.9
2012-01-10 05:00:00,23599.1
2012-01-10 06:00:00,23249.0
2012-01-10 07:00:00,23515.8
2012-01-10 08:00:00,22992.8
2012-01-10 09:00:00,22341.5
2012-01-10 10:00:00,26307.7
2012-01-10 11:00:00,23850.9
2012-01-10 12:00:00,22491.1
2012-01-10 13:00:00,22716.9
2012-01-10 14:00:00,22296.9
2012-01-10 15:00:00,22977.3
2012-01-10 16:00:00,22671.8
2012-01-10 17:00:00,22552.0
2012-01-10 18:00:00,23114.3
2012-01-10 19:00:00,23232.5
2012-01-10 20:00:00,21910.3
2012-01-10 21:00:00,21951.5
2012-01-10 22:00:00,22026.1
2012-01-10 23:00:00,21268.2
2012-01-11 00:00:00,21782.5
2012-01-11 01:00:00,22304.1
2012-01-11 02:00:00,21104.6
2012-01-11 03:00:00,20972.6
2012-01-11 04:00:00,21635.3
2012-01-11 05:00:00,22230.3
2012-01-11 06:00:00,22263.2
2012-01-11 07:00:00,23201.7
2012-01-11 08:00:00,23214.4
2012-01-11 09:00:00,23096.3
2012-01-11 10:00:00,23633.2
2012-01-11 11:00:00,27544.7
2012-01-11 12:00:00,24610.6
2012-01-11 13:00:00,24161.9
2012-01-11 14:00:00,23240.1
2012-01-11 15:00:00,22876.7
2012-01-11 16:00:00,21556.3
2012-01-11 17:00:00,21778.2
2012-01-11 18:00:00,21483.5
2012-01-11 19:00:00,21416.6
2012-01-11 20:00:00,22107.8
2012-01-11 21:00:00,25239.2
2012-01-11 22:00:00,23096.3
2012-01-11 23:00:00,23772.0
2012-01-12 00:00:00,23070.8
2012-01-12 01:00:00,23349.1
2012-01-12 02:00:00,23260.4
2012-01-12 03:00:00,23484.2
2012-01-12 04:00:00,23379.0
2012-01-12 05:00:00,22795.0
2012-01-12 06:00:00,23023.7
2012-01-12 07:00:00,22583.7
2012-01-12 08:00:00,24042.2
2012-01-12 09:00:00,24415.7
2012-01-12 10:00:00,26405.4
2012-01-12 11:00:00,25295.5
2012-01-12 12:00:00,25391.6
2012-01-12 13:00:00,26189.2
2012-01-12 14:00:00,25397.9
2012-01-12 15:00:00,24636.2
2012-01-12 16:00:00,23744.2
2012-01-12 17:00:00,22662.9
2012-01-12 18:00:00,23265.2
2012-01-12 19:00:00,23337.8
2012-01-12 20:00:00,23803.1
2012-01-12 21:00:00,24155.4
2012-01-12 22:00:00,22322.9
2012-01-12 23:00:00,22354.9
2012-01-13 00:00:00,22412.3
2012-01-13 01:00:00,22733.1
2012-01-13 02:00:00,21809.8
2012-01-13 03:00:00,22347.9
2012-01-13 04:00:00,22158.3
2012-01-13 05:00:00,21851.1
2012-01-13 06:00:00,21660.5
2012-01-13 07:00:00,21203.9
2012-01-13 08:00:00,22266.8
2012-01-13 09:00:00,23016.7
2012-01-13 10:00:00,21785.9
2012-01-13 11:00:00,22197.7
2012-01-13 12:00:00,22207.9
2012-01-13 13:00:00,23129.1
2012-01-13 14:00:00,22488.5
2012-01-13 15:00:00,22034.8
2012-01-13 16:00:00,21330.0
2012-01-13 17:00:00,23594.8
2012-01-13 18:00:00,21054.1
2012-01-13 19:00:00,22971.6
2012-01-13 20:00:00,22278.3
2012-01-13 21:00:00,22431.2
2012-01-13 22:00:00,21139.0
2012-01-13 23:00:00,21405.3
2012-01-14 00:00:00,19253.4
2012-01-14 01:00:00,19938.0
2012-01-14 02:00:00,18890.2
2012-01-14 03:00:00,19963.7
2012-01-14 04:00:00,18981.7
2012-01-14 05:00:00,21249.3
2012-01-14 06:00:00,20902.3
2012-01-14 07:00:00,22422.6
2012-01-14 08:00:00,23106.3
2012-01-14 09:00:00,21799.2
2012-01-14 10:00:00,20428.0
2012-01-14 11:00:00,20590.4
2012-01-14 12:00:00,19895.7
2012-01-14 13:00:00,21254.4
2012-01-14 14:00:00,22343.3
2012-01-14 15:00:00,21731.2
2012-01-14 16:00:00,21599.4
2012-01-14 17:00:00,21114.3
2012-01-14 18:00:00,19194.1
2012-01-14 19:00:00,20722.5
2012-01-14 20:00:00,19427.3
2012-01-14 21:00:00,18966.5
2012-01-14 22:00:00,20102.7
2012-01-14 23:00:00,18579.4
2012-01-15 00:00:00,18810.5
2012-01-15 01:00:00,18511.4
2012-01-15 02:00:00,19190.3
2012-01-15 03:00:00,19252.5
2012-01-15 04:00:00,20443.6
2012-01-15 05:00:00,21229.9
2012-01-15 06:00:00,22001.5
2012-01-15 07:00:00,22350.7
2012-01-15 08:00:00,22552.7
2012-01-15 09:00:00,20925.4
2012-01-15 10:00:00,22648.8
2012-01-15 11:00:00,21462.7
2012-01-15 12:00:00,22352.4
2012-01-15 13:00:00,21610.0
2012-01-15 14:00:00,22037.1
2012-01-15 15:00:00,21187.7
2012-01-15 16:00:00,21219.7
2012-01-15 17:00:00,20536.5
2012-01-15 18:00:00,18372.4
2012-01-15 19:00:00,18598.7
2012-01-15 20:00:00,20277.6
2012-01-15 21:00:00,19547.8
2012-01-15 22:00:00,20119.7
2012-01-15 23:00:00,18930.0
2012-01-16 00:00:00,21451.9
2012-01-16 01:00:00,21662.7
2012-01-16 02:00:00,21577.9
2012-01-16 03:00:00,21362.5
2012-01-16 04:00:00,20823.6
2012-01-16 05:00:00,22084.8
2012-01-16 06:00:00,22299.0
2012-01-16 07:00:00,20982.7
2012-01-16 08:00:00,19933.2
2012-01-16 09:00:00,21660.5
2012-01-16 10:00:00,22174.7
2012-01-16 11:00:00,21939.5
2012-01-16 12:00:00,23390.4
2012-01-16 13:00:00,22951.9
2012-01-16 14:00:00,23035.6
2012-01-16 15:00:00,23792.2
2012-01-16 16:00:00,24193.2
2012-01-16 17:00:00,24250.1
2012-01-16 18:00:00,23416.4
2012-01-16 19:00:00,21718.0
2012-01-16 20:00:00,22024.3
2012-01-16 21:00:00,22438.6
2012-01-16 22:00:00,20984.7
2012-01-16 23:00:00,20960.8
2012-01-17 00:00:00,21279.2
2012-01-17 01:00:00,21653.3
2012-01-17 02:00:00,21570.5
2012-01-17 03:00:00,20414.6
2012-01-17 04:00:00,20281.0
2012-01-17 05:00:00,21857.2
2012-01-17 06:00:00,24355.7
2012-01-17 07:00:00,21405.4
2012-01-17 08:00:00,20288.4
2012-01-17 09:00:00,21766.3
2012-01-17 10:00:00,22105.2
2012-01-17 11:00:00,21588.6
2012-01-17 12:00:00,21803.5
2012-01-17 13:00:00,23824.3
2012-01-17 14:00:00,23765.4
2012-01-17 15:00:00,24844.0
2012-01-17 16:00:00,23118.5
2012-01-17 17:00:00,22783.8
2012-01-17 18:00:00,21742.3
2012-01-17 19:00:00,21596.2
2012-01-17 20:00:00,24036.0
2012-01-17 21:00:00,22613.1
2012-01-17 22:00:00,23095.1
2012-01-17 23:00:00,23141.1
2012-01-18 00:00:00,21533.9
2012-01-18 01:00:00,21993.1
2012-01-18 02:00:00,20701.6
2012-01-18 03:00:00,21625.3
2012-01-18 04:00:00,22218.6
2012-01-18 05:00:00,22724.0
2012-01-18 06:00:00,23164.4
2012-01-18 07:00:00,24470.9
2012-01-18 08:00:00,24320.9
2012-01-18 09:00:00,24137.7
2012-01-18 10:00:00,24025.7
2012-01-18 11:00:00,22953.5
2012-01-18 12:00:00,23476.0
2012-01-18 13:00:00,22897.3
2012-01-18 14:00:00,24287.7
2012-01-18 15:00:00,23352.1
2012-01-18 16:00:00,22603.3
2012-01-18 17:00:00,22822.5
2012-01-18 18:00:00,21926.6
2012-01-18 19:00:00,21617.1
2012-01-18 20:00:00,22211.4
2012-01-18 21:00:00,22816.9
2012-01-18 22:00:00,22893.8
2012-01-18 23:00:00,22028.4
2012-01-19 00:00:00,22726.4
2012-01-19 01:00:00,21142.6
2012-01-19 02:00:00,20638.9
2012-01-19 03:00:00,21448.0
2012-01-19 04:00:00,21302.6
2012-01-19 05:00:00,21615.3
2012-01-19 06:00:00,22579.8
2012-01-19 07:00:00,22411.5
2012-01-19 08:00:00,22327.3
2012-01-19 09:00:00,24739.0
2012-01-19 10:00:00,22460.0
2012-01-19 11:00:00,23172.7
2012-01-19 12:00:00,24289.8
2012-01-19 13:00:00,22770.5
2012-01-19 14:00:00,24934.3
2012-01-19 15:00:00,21216.6
2012-01-19 16:00:00,20629.4
2012-01-19 17:00:00,22089.1
2012-01-19 18:00:00,21050.6
2012-01-19 19:00:00,20663.1
2012-01-19 20:00:00,20981.9
2012-01-19 21:00:00,20642.7
2012-01-19 22:00:00,21811.9
2012-01-19 23:00:00,22064.8
2012-01-20 00:00:00,21732.4
2012-01-20 01:00:00,22749.5
2012-01-20 02:00:00,23204.4
2012-01-20 03:00:00,24031.2
2012-01-20 04:00:00,22127.3
2012-01-20 05:00:00,22256.5
2012-01-20 06:00:00,22165.2
2012-01-20 07:00:00,22325.7
2012-01-20 08:00:00,22757.5
2012-01-20 09:00:00,23078.2
2012-01-20 10:00:00,25921.9
2012-01-20 11:00:00,23118.1
2012-01-20 12:00:00,22827.3
2012-01-20 13:00:00,22973.7
2012-01-20 14:00:00,22172.2
2012-01-20 15:00:00,22703.2
2012-01-20 16:00:00,23701.9
2012-01-20 17:00:00,24391.7
2012-01-20 18:00:00,23253.9
2012-01-20 19:00:00,25308.4
2012-01-20 20:00:00,22369.8
2012-01-20 21:00:00,23389.5
2012-01-20 22:00:00,22299.7
2012-01-20 23:00:00,22250.5
2012-01-21 00:00:00,18764.8
2012-01-21 01:00:00,21173.3
2012-01-21 02:00:00,20874.6
2012-01-21 03:00:00,22082.2
2012-01-21 04:00:00,23675.7
2012-01-21 05:00:00,21777.1
2012-01-21 06:00:00,20848.6
2012-01-21 07:00:00,21211.9
2012-01-21 08:00:00,20776.9
2012-01-21 09:00:00,20323.4
2012-01-21 10:00:00,20765.7
2012-01-21 11:00:00,20704.8
2012-01-21 12:00:00,19574.4
2012-01-21 13:00:00,19616.2
2012-01-21 14:00:00,18627.3
2012-01-21 15:00:00,18606.8
2012-01-21 16:00:00,18635.2
2012-01-21 17:00:00,19114.2
2012-01-21 18:00:00,22088.3
2012-01-21 19:00:00,22904.9
2012-01-21 20:00:00,20563.3
2012-01-21 21:00:00,20525.0
2012-01-21 22:00:00,20914.8
2012-01-21 23:00:00,19798.3
2012-01-22 00:00:00,20947.4
2012-01-22 01:00:00,19473.6
2012-01-22 02:00:00,18599.2
2012-01-22 03:00:00,19429.8
2012-01-22 04:00:00,20979.8
2012-01-22 05:00:00,20793.5
2012-01-22 06:00:00,21926.7
2012-01-22 07:00:00,21264.9
2012-01-22 08:00:00,20742.1
2012-01-22 09:00:00,21109.7
2012-01-22 10:00:00,21363.2
2012-01-22 11:00:00,22893.6
2012-01-22 12:00:00,22019.1
2012-01-22 13:00:00,20798.8
2012-01-22 14:00:00,23732.3
2012-01-22 15:00:00,20877.4
2012-01-22 16:00:00,21411.5
2012-01-22 17:00:00,20796.1
2012-01-22 18:00:00,19216.7
2012-01-22 19:00:00,19875.5
2012-01-22 20:00:00,19312.1
2012-01-22 21:00:00,20175.5
2012-01-22 22:00:00,20515.4
2012-01-22 23:00:00,19860.7
2012-01-23 00:00:00,21736.7
2012-01-23 01:00:00,21325.2
2012-01-23 02:00:00,21797.1
2012-01-23 03:00:00,25304.7
2012-01-23 04:00:00,25289.6
2012-01-23 05:00:00,22546.2
2012-01-23 06:00:00,24104.3
2012-01-23 07:00:00,25164.7
2012-01-23 08:00:00,23979.8
2012-01-23 09:00:00,24656.4
2012-01-23 10:00:00,24216.3
2012-01-23 11:00:00,23280.3
2012-01-23 12:00:00,24026.7
2012-01-23 13:00:00,23218.1
2012-01-23 14:00:00,22611.8
2012-01-23 15:00:00,21415.4
2012-01-23 16:00:00,24179.4
2012-01-23 17:00:00,21271.7
2012-01-23 18:00:00,22745.1
2012-01-23 19:00:00,22482.0
2012-01-23 20:00:00,22369.0
2012-01-23 21:00:00,21851.5
2012-01-23 22:00:00,21249.8
2012-01-23 23:00:00,20682.1
2012-01-24 00:00:00,23040.1
2012-01-24 01:00:00,22698.5
2012-01-24 02:00:00,22040.6
2012-01-24 03:00:00,22231.0
2012-01-24 04:00:00,22644.2
2012-01-24 05:00:00,21785.4
2012-01-24 06:00:00,21532.8
2012-01-24 07:00:00,22349.0
2012-01-24 08:00:00,22116.8
2012-01-24 09:00:00,21416.7
2012-01-24 10:00:00,21496.1
2012-01-24 11:00:00,21202.6
2012-01-24 12:00:00,22836.9
2012-01-24 13:00:00,23242.2
2012-01-24 14:00:00,21071.5
2012-01-24 15:00:00,21237.0
2012-01-24 16:00:00,22363.9
2012-01-24 17:00:00,22865.0
2012-01-24 18:00:00,22247.1
2012-01-24 19:00:00,22972.8
2012-01-24 20:00:00,22290.7
2012-01-24 21:00:00,21594.0
2012-01-24 22:00:00,21159.7
2012-01-24 23:00:00,22424.3
2012-01-25 00:00:00,22300.8
2012-01-25 01:00:00,21800.4
2012-01-25 02:00:00,21204.8
2012-01-25 03:00:00,21301.3
2012-01-25 04:00:00,21264.6
2012-01-25 05:00:00,23946.5
2012-01-25 06:00:00,21236.4
2012-01-25 07:00:00,22019.7
2012-01-25 08:00:00,24925.7
2012-01-25 09:00:00,24075.2
2012-01-25 10:00:00,23895.8
2012-01-25 11:00:00,22947.2
2012-01-25 12:00:00,24554.4
2012-01-25 13:00:00,24186.8
2012-01-25 14:00:00,24178.9
2012-01-25 15:00:00,24083.4
2012-01-25 16:00:00,25834.0
2012-01-25 17:00:00,25489.4
2012-01-25 18:00:00,24719.6
2012-01-25 19:00:00,23997.7
2012-01-25 20:00:00,23485.5
2012-01-25 21:00:00,22411.8
2012-01-25 22:00:00,22006.9
2012-01-25 23:00:00,22897.6
2012-01-26 00:00:00,22069.7
2012-01-26 01:00:00,21774.5
2012-01-26 02:00:00,21672.2
2012-01-26 03:00:00,21265.1
2012-01-26 04:00:00,21783.2
2012-01-26 05:00:00,22031.4
2012-01-26 06:00:00,21415.6
2012-01-26 07:00:00,21343.1
2012-01-26 08:00:00,21708.6
2012-01-26 09:00:00,21405.7
2012-01-26 10:00:00,23353.0
2012-01-26 11:00:00,20703.7
2012-01-26 12:00:00,21274.7
2012-01-26 13:00:00,21299.3
2012-01-26 14:00:00,22095.6
2012-01-26 15:00:00,23112.7
2012-01-26 16:00:00,22273.8
2012-01-26 17:00:00,21606.7
2012-01-26 18:00:00,22292.5
2012-01-26 19:00:00,22293.9
2012-01-26 20:00:00,23108.6
2012-01-26 21:00:00,22584.3
2012-01-26 22:00:00,22557.2
2012-01-26 23:00:00,23123.7
2012-01-27 00:00:00,22400.7
2012-01-27 01:00:00,20623.5
2012-01-27 02:00:00,22854.9
2012-01-27 03:00:00,23532.1
2012-01-27 04:00:00,25186.9
2012-01-27 05:00:00,22257.9
2012-01-27 06:00:00,20793.8
2012-01-27 07:00:00,21988.7
2012-01-27 08:00:00,22027.6
2012-01-27 09:00:00,23614.1
2012-01-27 10:00:00,22986.0
2012-01-27 11:00:00,21964.2
2012-01-27 12:00:00,21628.7
2012-01-27 13:00:00,22603.8
2012-01-27 14:00:00,21150.9
2012-01-27 15:00:00,22468.4
2012-01-27 16:00:00,21919.7
2012-01-27 17:00:00,22267.2
2012-01-27 18:00:00,20532.9
2012-01-27 19:00:00,19711.6
2012-01-27 20:00:00,20905.9
2012-01-27 21:00:00,20765.7
2012-01-27 22:00:00,21783.5
2012-01-27 23:00:00,21308.3
2012-01-28 00:00:00,18523.7
2012-01-28 01:00:00,17700.8
2012-01-28 02:00:00,18278.4
2012-01-28 03:00:00,18150.0
2012-01-28 04:00:00,19181.9
2012-01-28 05:00:00,20790.0
2012-01-28 06:00:00,20981.8
2012-01-28 07:00:00,22127.5
2012-01-28 08:00:00,21403.5
2012-01-28 09:00:00,22472.8
2012-01-28 10:00:00,23672.1
2012-01-28 11:00:00,22474.3
2012-01-28 12:00:00,21388.2
2012-01-28 13:00:00,23296.7
2012-01-28 14:00:00,19323.2
2012-01-28 15:00:00,19370.2
2012-01-28 16:00:00,19629.6
2012-01-28 17:00:00,19262.6
2012-01-28 18:00:00,20425.1
2012-01-28 19:00:00,20057.3
2012-01-28 20:00:00,20912.7
2012-01-28 21:00:00,20788.4
2012-01-28 22:00:00,21468.6
2012-01-28 23:00:00,19799.7
2012-01-29 00:00:00,20621.4
2012-01-29 01:00:00,20512.7
2012-01-29 02:00:00,20082.8
2012-01-29 03:00:00,23089.2
2012-01-29 04:00:00,21705.2
2012-01-29 05:00:00,21859.5
2012-01-29 06:00:00,22178.9
2012-01-29 07:00:00,22608.5
2012-01-29 08:00:00,21935.1
2012-01-29 09:00:00,22121.4
2012-01-29 10:00:00,21453.1
2012-01-29 11:00:00,21069.4
2012-01-29 12:00:00,20692.8
2012-01-29 13:00:00,20468.2
2012-01-29 14:00:00,21597.0
2012-01-29 15:00:00,19244.4
2012-01-29 16:00:00,19687.0
2012-01-29 17:00:00,19360.4
2012-01-29 18:00:00,18986.7
2012-01-29 19:00:00,19026.1
2012-01-29 20:00:00,20112.2
2012-01-29 21:00:00,21236.8
2012-01-29 22:00:00,21520.3
2012-01-29 23:00:00,23045.1
2012-01-30 00:00:00,26175.7
2012-01-30 01:00:00,24962.2
2012-01-30 02:00:00,23859.7
2012-01-30 03:00:00,21788.8
2012-01-30 04:00:00,20846.6
2012-01-30 05:00:00,22812.0
2012-01-30 06:00:00,21010.7
2012-01-30 07:00:00,21089.5
2012-01-30 08:00:00,21635.4
2012-01-30 09:00:00,25815.2
2012-01-30 10:00:00,23557.0
2012-01-30 11:00:00,22947.9
2012-01-30 12:00:00,23611.7
2012-01-30 13:00:00,23769.1
2012-01-30 14:00:00,23653.6
2012-01-30 15:00:00,24170.4
2012-01-30 16:00:00,23869.0
2012-01-30 17:00:00,23980.5
2012-01-30 18:00:00,22879.7
2012-01-30 19:00:00,21975.5
2012-01-30 20:00:00,22656.8
2012-01-30 21:00:00,22227.4
2012-01-30 22:00:00,22154.9
2012-01-30 23:00:00,22325.6
2012-01-31 00:00:00,21972.5
2012-01-31 01:00:00,22408.7
2012-01-31 02:00:00,22494.2
2012-01-31 03:00:00,22066.6
2012-01-31 04:00:00,21446.4
2012-01-31 05:00:00,22492.3
2012-01-31 06:00:00,21949.3
2012-01-31 07:00:00,22775.4
2012-01-31 08:00:00,22354.0
2012-01-31 09:00:00,21705.7
2012-01-31 10:00:00,21263.6
2012-01-31 11:00:00,21692.3
2012-01-31 12:00:00,22332.1
2012-01-31 13:00:00,23062.4
2012-01-31 14:00:00,22368.5
2012-01-31 15:00:00,22617.3
2012-01-31 16:00:00,23327.7
2012-01-31 17:00:00,23433.4
2012-01-31 18:00:00,24334.6
2012-01-31 19:00:00,24305.8
2012-01-31 20:00:00,23046.0
2012-01-31 21:00:00,22627.1
2012-01-31 22:00:00,22865.4
2012-01-31 23:00:00,26487.6
2012-02-01 00:00:00,23488.7
2012-02-01 01:00:00,22138.3
2012-02-01 02:00:00,22820.5
2012-02-01 03:00:00,23465.0
2012-02-01 04:00:00,23120.7
2012-02-01 05:00:00,23392.5
2012-02-01 06:00:00,22571.3
2012-02-01 07:00:00,22719.3
2012-02-01 08:00:00,23716.2
2012-02-01 09:00:00,23502.9
2012-02-01 10:00:00,22103.4
2012-02-01 11:00:00,21452.6
2012-02-01 12:00:00,22090.6
2012-02-01 13:00:00,22195.5
2012-02-01 14:00:00,22032.3
2012-02-01 15:00:00,22729.0
2012-02-01 16:00:00,26178.1
2012-02-01 17:00:00,21961.2
2012-02-01 18:00:00,24185.9
2012-02-01 19:00:00,20966.5
2012-02-01 20:00:00,21132.7
2012-02-01 21:00:00,21993.7
2012-02-01 22:00:00,22068.1
2012-02-01 23:00:00,21421.8
2012-02-02 00:00:00,22186.3
2012-02-02 01:00:00,21983.1
2012-02-02 02:00:00,22119.8
2012-02-02 03:00:00,22549.4
2012-02-02 04:00:00,23366.8
2012-02-02 05:00:00,23057.0
2012-02-02 06:00:00,24608.6
2012-02-02 07:00:00,24065.2
